gene_id	gene_name	gene_name_2	gene_type
ENSG00000137802	ENSG00000137802	MAPKBP1	MAPKBP1:ENSG00000137802	protein_coding
ENSG00000137804	ENSG00000137804	NUSAP1	NUSAP1:ENSG00000137804	protein_coding
ENSG00000137806	ENSG00000137806	NDUFAF1	NDUFAF1:ENSG00000137806	protein_coding
ENSG00000137807	ENSG00000137807	KIF23	KIF23:ENSG00000137807	protein_coding
ENSG00000137809	ENSG00000137809	ITGA11	ITGA11:ENSG00000137809	protein_coding
ENSG00000137812	ENSG00000137812	KNL1	KNL1:ENSG00000137812	protein_coding
ENSG00000137814	ENSG00000137814	HAUS2	HAUS2:ENSG00000137814	protein_coding
ENSG00000137815	ENSG00000137815	RTF1	RTF1:ENSG00000137815	protein_coding
ENSG00000137817	ENSG00000137817	PARP6	PARP6:ENSG00000137817	protein_coding
ENSG00000137818	ENSG00000137818	RPLP1	RPLP1:ENSG00000137818	protein_coding
ENSG00000137819	ENSG00000137819	PAQR5	PAQR5:ENSG00000137819	protein_coding
ENSG00000137821	ENSG00000137821	LRRC49	LRRC49:ENSG00000137821	protein_coding
ENSG00000137822	ENSG00000137822	TUBGCP4	TUBGCP4:ENSG00000137822	protein_coding
ENSG00000137824	ENSG00000137824	RMDN3	RMDN3:ENSG00000137824	protein_coding
ENSG00000137825	ENSG00000137825	ITPKA	ITPKA:ENSG00000137825	protein_coding
ENSG00000137831	ENSG00000137831	UACA	UACA:ENSG00000137831	protein_coding
ENSG00000137834	ENSG00000137834	SMAD6	SMAD6:ENSG00000137834	protein_coding
ENSG00000137841	ENSG00000137841	PLCB2	PLCB2:ENSG00000137841	protein_coding
ENSG00000137842	ENSG00000137842	TMEM62	TMEM62:ENSG00000137842	protein_coding
ENSG00000137843	ENSG00000137843	PAK6	PAK6:ENSG00000137843	protein_coding
ENSG00000137845	ENSG00000137845	ADAM10	ADAM10:ENSG00000137845	protein_coding
ENSG00000137857	ENSG00000137857	DUOX1	DUOX1:ENSG00000137857	protein_coding
ENSG00000137860	ENSG00000137860	SLC28A2	SLC28A2:ENSG00000137860	protein_coding
ENSG00000137868	ENSG00000137868	STRA6	STRA6:ENSG00000137868	protein_coding
ENSG00000137869	ENSG00000137869	CYP19A1	CYP19A1:ENSG00000137869	protein_coding
ENSG00000137871	ENSG00000137871	ZNF280D	ZNF280D:ENSG00000137871	protein_coding
ENSG00000137872	ENSG00000137872	SEMA6D	SEMA6D:ENSG00000137872	protein_coding
ENSG00000137875	ENSG00000137875	BCL2L10	BCL2L10:ENSG00000137875	protein_coding
ENSG00000137876	ENSG00000137876	RSL24D1	RSL24D1:ENSG00000137876	protein_coding
ENSG00000137877	ENSG00000137877	SPTBN5	SPTBN5:ENSG00000137877	protein_coding
ENSG00000137878	ENSG00000137878	GCOM1	GCOM1:ENSG00000137878	protein_coding
ENSG00000137880	ENSG00000137880	GCHFR	GCHFR:ENSG00000137880	protein_coding
ENSG00000137936	ENSG00000137936	BCAR3	BCAR3:ENSG00000137936	protein_coding
ENSG00000137941	ENSG00000137941	TTLL7	TTLL7:ENSG00000137941	protein_coding
ENSG00000137942	ENSG00000137942	FNBP1L	FNBP1L:ENSG00000137942	protein_coding
ENSG00000137944	ENSG00000137944	KYAT3	KYAT3:ENSG00000137944	protein_coding
ENSG00000137947	ENSG00000137947	GTF2B	GTF2B:ENSG00000137947	protein_coding
ENSG00000137948	ENSG00000137948	BRDT	BRDT:ENSG00000137948	protein_coding
ENSG00000137955	ENSG00000137955	RABGGTB	RABGGTB:ENSG00000137955	protein_coding
ENSG00000137959	ENSG00000137959	IFI44L	IFI44L:ENSG00000137959	protein_coding
ENSG00000137960	ENSG00000137960	GIPC2	GIPC2:ENSG00000137960	protein_coding
ENSG00000137962	ENSG00000137962	ARHGAP29	ARHGAP29:ENSG00000137962	protein_coding
ENSG00000137965	ENSG00000137965	IFI44	IFI44:ENSG00000137965	protein_coding
ENSG00000137968	ENSG00000137968	SLC44A5	SLC44A5:ENSG00000137968	protein_coding
ENSG00000137975	ENSG00000137975	CLCA2	CLCA2:ENSG00000137975	protein_coding
ENSG00000137976	ENSG00000137976	DNASE2B	DNASE2B:ENSG00000137976	protein_coding
ENSG00000137992	ENSG00000137992	DBT	DBT:ENSG00000137992	protein_coding
ENSG00000137996	ENSG00000137996	RTCA	RTCA:ENSG00000137996	protein_coding
ENSG00000138002	ENSG00000138002	IFT172	IFT172:ENSG00000138002	protein_coding
ENSG00000138018	ENSG00000138018	SELENOI	SELENOI:ENSG00000138018	protein_coding
ENSG00000138028	ENSG00000138028	CGREF1	CGREF1:ENSG00000138028	protein_coding
ENSG00000138029	ENSG00000138029	HADHB	HADHB:ENSG00000138029	protein_coding
ENSG00000138030	ENSG00000138030	KHK	KHK:ENSG00000138030	protein_coding
ENSG00000138031	ENSG00000138031	ADCY3	ADCY3:ENSG00000138031	protein_coding
ENSG00000138032	ENSG00000138032	PPM1B	PPM1B:ENSG00000138032	protein_coding
ENSG00000138035	ENSG00000138035	PNPT1	PNPT1:ENSG00000138035	protein_coding
ENSG00000138036	ENSG00000138036	DYNC2LI1	DYNC2LI1:ENSG00000138036	protein_coding
ENSG00000138039	ENSG00000138039	LHCGR	LHCGR:ENSG00000138039	protein_coding
ENSG00000138050	ENSG00000138050	THUMPD2	THUMPD2:ENSG00000138050	protein_coding
ENSG00000138061	ENSG00000138061	CYP1B1	CYP1B1:ENSG00000138061	protein_coding
ENSG00000138068	ENSG00000138068	SULT6B1	SULT6B1:ENSG00000138068	protein_coding
ENSG00000138069	ENSG00000138069	RAB1A	RAB1A:ENSG00000138069	protein_coding
ENSG00000138071	ENSG00000138071	ACTR2	ACTR2:ENSG00000138071	protein_coding
ENSG00000138073	ENSG00000138073	PREB	PREB:ENSG00000138073	protein_coding
ENSG00000138074	ENSG00000138074	SLC5A6	SLC5A6:ENSG00000138074	protein_coding
ENSG00000138075	ENSG00000138075	ABCG5	ABCG5:ENSG00000138075	protein_coding
ENSG00000138078	ENSG00000138078	PREPL	PREPL:ENSG00000138078	protein_coding
ENSG00000138079	ENSG00000138079	SLC3A1	SLC3A1:ENSG00000138079	protein_coding
ENSG00000138080	ENSG00000138080	EMILIN1	EMILIN1:ENSG00000138080	protein_coding
ENSG00000138081	ENSG00000138081	FBXO11	FBXO11:ENSG00000138081	protein_coding
ENSG00000138083	ENSG00000138083	SIX3	SIX3:ENSG00000138083	protein_coding
ENSG00000138085	ENSG00000138085	ATRAID	ATRAID:ENSG00000138085	protein_coding
ENSG00000138092	ENSG00000138092	CENPO	CENPO:ENSG00000138092	protein_coding
ENSG00000138095	ENSG00000138095	LRPPRC	LRPPRC:ENSG00000138095	protein_coding
ENSG00000138100	ENSG00000138100	TRIM54	TRIM54:ENSG00000138100	protein_coding
ENSG00000138101	ENSG00000138101	DTNB	DTNB:ENSG00000138101	protein_coding
ENSG00000138107	ENSG00000138107	ACTR1A	ACTR1A:ENSG00000138107	protein_coding
ENSG00000138109	ENSG00000138109	CYP2C9	CYP2C9:ENSG00000138109	protein_coding
ENSG00000138111	ENSG00000138111	MFSD13A	MFSD13A:ENSG00000138111	protein_coding
ENSG00000138115	ENSG00000138115	CYP2C8	CYP2C8:ENSG00000138115	protein_coding
ENSG00000138119	ENSG00000138119	MYOF	MYOF:ENSG00000138119	protein_coding
ENSG00000138131	ENSG00000138131	LOXL4	LOXL4:ENSG00000138131	protein_coding
ENSG00000138134	ENSG00000138134	STAMBPL1	STAMBPL1:ENSG00000138134	protein_coding
ENSG00000138135	ENSG00000138135	CH25H	CH25H:ENSG00000138135	protein_coding
ENSG00000138136	ENSG00000138136	LBX1	LBX1:ENSG00000138136	protein_coding
ENSG00000138138	ENSG00000138138	ATAD1	ATAD1:ENSG00000138138	protein_coding
ENSG00000138152	ENSG00000138152	BTBD16	BTBD16:ENSG00000138152	protein_coding
ENSG00000138160	ENSG00000138160	KIF11	KIF11:ENSG00000138160	protein_coding
ENSG00000138161	ENSG00000138161	CUZD1	CUZD1:ENSG00000138161	protein_coding
ENSG00000138162	ENSG00000138162	TACC2	TACC2:ENSG00000138162	protein_coding
ENSG00000138166	ENSG00000138166	DUSP5	DUSP5:ENSG00000138166	protein_coding
ENSG00000138172	ENSG00000138172	CALHM2	CALHM2:ENSG00000138172	protein_coding
ENSG00000138175	ENSG00000138175	ARL3	ARL3:ENSG00000138175	protein_coding
ENSG00000138180	ENSG00000138180	CEP55	CEP55:ENSG00000138180	protein_coding
ENSG00000138182	ENSG00000138182	KIF20B	KIF20B:ENSG00000138182	protein_coding
ENSG00000138185	ENSG00000138185	ENTPD1	ENTPD1:ENSG00000138185	protein_coding
ENSG00000138190	ENSG00000138190	EXOC6	EXOC6:ENSG00000138190	protein_coding
ENSG00000138193	ENSG00000138193	PLCE1	PLCE1:ENSG00000138193	protein_coding
ENSG00000138207	ENSG00000138207	RBP4	RBP4:ENSG00000138207	protein_coding
ENSG00000138231	ENSG00000138231	DBR1	DBR1:ENSG00000138231	protein_coding
ENSG00000138246	ENSG00000138246	DNAJC13	DNAJC13:ENSG00000138246	protein_coding
ENSG00000138271	ENSG00000138271	GPR87	GPR87:ENSG00000138271	protein_coding
ENSG00000138279	ENSG00000138279	ANXA7	ANXA7:ENSG00000138279	protein_coding
ENSG00000138286	ENSG00000138286	FAM149B1	FAM149B1:ENSG00000138286	protein_coding
ENSG00000138303	ENSG00000138303	ASCC1	ASCC1:ENSG00000138303	protein_coding
ENSG00000138308	ENSG00000138308	PLA2G12B	PLA2G12B:ENSG00000138308	protein_coding
ENSG00000138311	ENSG00000138311	ZNF365	ZNF365:ENSG00000138311	protein_coding
ENSG00000138315	ENSG00000138315	OIT3	OIT3:ENSG00000138315	protein_coding
ENSG00000138316	ENSG00000138316	ADAMTS14	ADAMTS14:ENSG00000138316	protein_coding
ENSG00000138326	ENSG00000138326	RPS24	RPS24:ENSG00000138326	protein_coding
ENSG00000138336	ENSG00000138336	TET1	TET1:ENSG00000138336	protein_coding
ENSG00000138346	ENSG00000138346	DNA2	DNA2:ENSG00000138346	protein_coding
ENSG00000138347	ENSG00000138347	MYPN	MYPN:ENSG00000138347	protein_coding
ENSG00000138356	ENSG00000138356	AOX1	AOX1:ENSG00000138356	protein_coding
ENSG00000138363	ENSG00000138363	ATIC	ATIC:ENSG00000138363	protein_coding
ENSG00000138375	ENSG00000138375	SMARCAL1	SMARCAL1:ENSG00000138375	protein_coding
ENSG00000138376	ENSG00000138376	BARD1	BARD1:ENSG00000138376	protein_coding
ENSG00000138378	ENSG00000138378	STAT4	STAT4:ENSG00000138378	protein_coding
ENSG00000138379	ENSG00000138379	MSTN	MSTN:ENSG00000138379	protein_coding
ENSG00000138380	ENSG00000138380	CARF	CARF:ENSG00000138380	protein_coding
ENSG00000138381	ENSG00000138381	ASNSD1	ASNSD1:ENSG00000138381	protein_coding
ENSG00000138382	ENSG00000138382	METTL5	METTL5:ENSG00000138382	protein_coding
ENSG00000138385	ENSG00000138385	SSB	SSB:ENSG00000138385	protein_coding
ENSG00000138386	ENSG00000138386	NAB1	NAB1:ENSG00000138386	protein_coding
ENSG00000138395	ENSG00000138395	CDK15	CDK15:ENSG00000138395	protein_coding
ENSG00000138398	ENSG00000138398	PPIG	PPIG:ENSG00000138398	protein_coding
ENSG00000138399	ENSG00000138399	FASTKD1	FASTKD1:ENSG00000138399	protein_coding
ENSG00000138400	ENSG00000138400	MDH1B	MDH1B:ENSG00000138400	protein_coding
ENSG00000138411	ENSG00000138411	HECW2	HECW2:ENSG00000138411	protein_coding
ENSG00000138413	ENSG00000138413	IDH1	IDH1:ENSG00000138413	protein_coding
ENSG00000138430	ENSG00000138430	OLA1	OLA1:ENSG00000138430	protein_coding
ENSG00000138433	ENSG00000138433	CIR1	CIR1:ENSG00000138433	protein_coding
ENSG00000138434	ENSG00000138434	SSFA2	SSFA2:ENSG00000138434	protein_coding
ENSG00000138435	ENSG00000138435	CHRNA1	CHRNA1:ENSG00000138435	protein_coding
ENSG00000138439	ENSG00000138439	FAM117B	FAM117B:ENSG00000138439	protein_coding
ENSG00000138442	ENSG00000138442	WDR12	WDR12:ENSG00000138442	protein_coding
ENSG00000138443	ENSG00000138443	ABI2	ABI2:ENSG00000138443	protein_coding
ENSG00000138448	ENSG00000138448	ITGAV	ITGAV:ENSG00000138448	protein_coding
ENSG00000138449	ENSG00000138449	SLC40A1	SLC40A1:ENSG00000138449	protein_coding
ENSG00000138459	ENSG00000138459	SLC35A5	SLC35A5:ENSG00000138459	protein_coding
ENSG00000138463	ENSG00000138463	DIRC2	DIRC2:ENSG00000138463	protein_coding
ENSG00000138468	ENSG00000138468	SENP7	SENP7:ENSG00000138468	protein_coding
ENSG00000138472	ENSG00000138472	GUCA1C	GUCA1C:ENSG00000138472	protein_coding
ENSG00000138483	ENSG00000138483	CCDC54	CCDC54:ENSG00000138483	protein_coding
ENSG00000138495	ENSG00000138495	COX17	COX17:ENSG00000138495	protein_coding
ENSG00000138496	ENSG00000138496	PARP9	PARP9:ENSG00000138496	protein_coding
ENSG00000138587	ENSG00000138587	MNS1	MNS1:ENSG00000138587	protein_coding
ENSG00000138592	ENSG00000138592	USP8	USP8:ENSG00000138592	protein_coding
ENSG00000138593	ENSG00000138593	SECISBP2L	SECISBP2L:ENSG00000138593	protein_coding
ENSG00000138594	ENSG00000138594	TMOD3	TMOD3:ENSG00000138594	protein_coding
ENSG00000138600	ENSG00000138600	SPPL2A	SPPL2A:ENSG00000138600	protein_coding
ENSG00000138604	ENSG00000138604	GLCE	GLCE:ENSG00000138604	protein_coding
ENSG00000138606	ENSG00000138606	SHF	SHF:ENSG00000138606	protein_coding
ENSG00000138613	ENSG00000138613	APH1B	APH1B:ENSG00000138613	protein_coding
ENSG00000138614	ENSG00000138614	INTS14	INTS14:ENSG00000138614	protein_coding
ENSG00000138615	ENSG00000138615	CILP	CILP:ENSG00000138615	protein_coding
ENSG00000138617	ENSG00000138617	PARP16	PARP16:ENSG00000138617	protein_coding
ENSG00000138621	ENSG00000138621	PPCDC	PPCDC:ENSG00000138621	protein_coding
ENSG00000138622	ENSG00000138622	HCN4	HCN4:ENSG00000138622	protein_coding
ENSG00000138623	ENSG00000138623	SEMA7A	SEMA7A:ENSG00000138623	protein_coding
ENSG00000138629	ENSG00000138629	UBL7	UBL7:ENSG00000138629	protein_coding
ENSG00000138639	ENSG00000138639	ARHGAP24	ARHGAP24:ENSG00000138639	protein_coding
ENSG00000138640	ENSG00000138640	FAM13A	FAM13A:ENSG00000138640	protein_coding
ENSG00000138641	ENSG00000138641	HERC3	HERC3:ENSG00000138641	protein_coding
ENSG00000138642	ENSG00000138642	HERC6	HERC6:ENSG00000138642	protein_coding
ENSG00000138646	ENSG00000138646	HERC5	HERC5:ENSG00000138646	protein_coding
ENSG00000138650	ENSG00000138650	PCDH10	PCDH10:ENSG00000138650	protein_coding
ENSG00000138653	ENSG00000138653	NDST4	NDST4:ENSG00000138653	protein_coding
ENSG00000138658	ENSG00000138658	ZGRF1	ZGRF1:ENSG00000138658	protein_coding
ENSG00000138660	ENSG00000138660	AP1AR	AP1AR:ENSG00000138660	protein_coding
ENSG00000138663	ENSG00000138663	COPS4	COPS4:ENSG00000138663	protein_coding
ENSG00000138668	ENSG00000138668	HNRNPD	HNRNPD:ENSG00000138668	protein_coding
ENSG00000138669	ENSG00000138669	PRKG2	PRKG2:ENSG00000138669	protein_coding
ENSG00000138670	ENSG00000138670	RASGEF1B	RASGEF1B:ENSG00000138670	protein_coding
ENSG00000138674	ENSG00000138674	SEC31A	SEC31A:ENSG00000138674	protein_coding
ENSG00000138675	ENSG00000138675	FGF5	FGF5:ENSG00000138675	protein_coding
ENSG00000138678	ENSG00000138678	GPAT3	GPAT3:ENSG00000138678	protein_coding
ENSG00000138684	ENSG00000138684	IL21	IL21:ENSG00000138684	protein_coding
ENSG00000138685	ENSG00000138685	FGF2	FGF2:ENSG00000138685	protein_coding
ENSG00000138686	ENSG00000138686	BBS7	BBS7:ENSG00000138686	protein_coding
ENSG00000138688	ENSG00000138688	KIAA1109	KIAA1109:ENSG00000138688	protein_coding
ENSG00000138696	ENSG00000138696	BMPR1B	BMPR1B:ENSG00000138696	protein_coding
ENSG00000138698	ENSG00000138698	RAP1GDS1	RAP1GDS1:ENSG00000138698	protein_coding
ENSG00000138709	ENSG00000138709	LARP1B	LARP1B:ENSG00000138709	protein_coding
ENSG00000138722	ENSG00000138722	MMRN1	MMRN1:ENSG00000138722	protein_coding
ENSG00000138735	ENSG00000138735	PDE5A	PDE5A:ENSG00000138735	protein_coding
ENSG00000138738	ENSG00000138738	PRDM5	PRDM5:ENSG00000138738	protein_coding
ENSG00000138741	ENSG00000138741	TRPC3	TRPC3:ENSG00000138741	protein_coding
ENSG00000138744	ENSG00000138744	NAAA	NAAA:ENSG00000138744	protein_coding
ENSG00000138750	ENSG00000138750	NUP54	NUP54:ENSG00000138750	protein_coding
ENSG00000138755	ENSG00000138755	CXCL9	CXCL9:ENSG00000138755	protein_coding
ENSG00000138756	ENSG00000138756	BMP2K	BMP2K:ENSG00000138756	protein_coding
ENSG00000138757	ENSG00000138757	G3BP2	G3BP2:ENSG00000138757	protein_coding
ENSG00000138758	ENSG00000138758	SEPT11	SEPT11:ENSG00000138758	protein_coding
ENSG00000138759	ENSG00000138759	FRAS1	FRAS1:ENSG00000138759	protein_coding
ENSG00000138760	ENSG00000138760	SCARB2	SCARB2:ENSG00000138760	protein_coding
ENSG00000138764	ENSG00000138764	CCNG2	CCNG2:ENSG00000138764	protein_coding
ENSG00000138767	ENSG00000138767	CNOT6L	CNOT6L:ENSG00000138767	protein_coding
ENSG00000138768	ENSG00000138768	USO1	USO1:ENSG00000138768	protein_coding
ENSG00000138769	ENSG00000138769	CDKL2	CDKL2:ENSG00000138769	protein_coding
ENSG00000138771	ENSG00000138771	SHROOM3	SHROOM3:ENSG00000138771	protein_coding
ENSG00000138772	ENSG00000138772	ANXA3	ANXA3:ENSG00000138772	protein_coding
ENSG00000138777	ENSG00000138777	PPA2	PPA2:ENSG00000138777	protein_coding
ENSG00000138778	ENSG00000138778	CENPE	CENPE:ENSG00000138778	protein_coding
ENSG00000138780	ENSG00000138780	GSTCD	GSTCD:ENSG00000138780	protein_coding
ENSG00000138785	ENSG00000138785	INTS12	INTS12:ENSG00000138785	protein_coding
ENSG00000138792	ENSG00000138792	ENPEP	ENPEP:ENSG00000138792	protein_coding
ENSG00000138794	ENSG00000138794	CASP6	CASP6:ENSG00000138794	protein_coding
ENSG00000138795	ENSG00000138795	LEF1	LEF1:ENSG00000138795	protein_coding
ENSG00000138796	ENSG00000138796	HADH	HADH:ENSG00000138796	protein_coding
ENSG00000138798	ENSG00000138798	EGF	EGF:ENSG00000138798	protein_coding
ENSG00000138801	ENSG00000138801	PAPSS1	PAPSS1:ENSG00000138801	protein_coding
ENSG00000138802	ENSG00000138802	SEC24B	SEC24B:ENSG00000138802	protein_coding
ENSG00000138813	ENSG00000138813	C4orf17	C4orf17:ENSG00000138813	protein_coding
ENSG00000138814	ENSG00000138814	PPP3CA	PPP3CA:ENSG00000138814	protein_coding
ENSG00000138821	ENSG00000138821	SLC39A8	SLC39A8:ENSG00000138821	protein_coding
ENSG00000138823	ENSG00000138823	MTTP	MTTP:ENSG00000138823	protein_coding
ENSG00000138829	ENSG00000138829	FBN2	FBN2:ENSG00000138829	protein_coding
ENSG00000138834	ENSG00000138834	MAPK8IP3	MAPK8IP3:ENSG00000138834	protein_coding
ENSG00000138835	ENSG00000138835	RGS3	RGS3:ENSG00000138835	protein_coding
ENSG00000138867	ENSG00000138867	GUCD1	GUCD1:ENSG00000138867	protein_coding
ENSG00000138892	ENSG00000138892	TTLL8	TTLL8:ENSG00000138892	protein_coding
ENSG00000138942	ENSG00000138942	RNF185	RNF185:ENSG00000138942	protein_coding
ENSG00000138944	ENSG00000138944	SHISAL1	SHISAL1:ENSG00000138944	protein_coding
ENSG00000138964	ENSG00000138964	PARVG	PARVG:ENSG00000138964	protein_coding
ENSG00000139044	ENSG00000139044	B4GALNT3	B4GALNT3:ENSG00000139044	protein_coding
ENSG00000139053	ENSG00000139053	PDE6H	PDE6H:ENSG00000139053	protein_coding
ENSG00000139055	ENSG00000139055	ERP27	ERP27:ENSG00000139055	protein_coding
ENSG00000139083	ENSG00000139083	ETV6	ETV6:ENSG00000139083	protein_coding
ENSG00000139112	ENSG00000139112	GABARAPL1	GABARAPL1:ENSG00000139112	protein_coding
ENSG00000139116	ENSG00000139116	KIF21A	KIF21A:ENSG00000139116	protein_coding
ENSG00000139117	ENSG00000139117	CPNE8	CPNE8:ENSG00000139117	protein_coding
ENSG00000139131	ENSG00000139131	YARS2	YARS2:ENSG00000139131	protein_coding
ENSG00000139132	ENSG00000139132	FGD4	FGD4:ENSG00000139132	protein_coding
ENSG00000139133	ENSG00000139133	ALG10	ALG10:ENSG00000139133	protein_coding
ENSG00000139144	ENSG00000139144	PIK3C2G	PIK3C2G:ENSG00000139144	protein_coding
ENSG00000139146	ENSG00000139146	SINHCAF	SINHCAF:ENSG00000139146	protein_coding
ENSG00000139151	ENSG00000139151	PLCZ1	PLCZ1:ENSG00000139151	protein_coding
ENSG00000139154	ENSG00000139154	AEBP2	AEBP2:ENSG00000139154	protein_coding
ENSG00000139155	ENSG00000139155	SLCO1C1	SLCO1C1:ENSG00000139155	protein_coding
ENSG00000139160	ENSG00000139160	ETFBKMT	ETFBKMT:ENSG00000139160	protein_coding
ENSG00000139163	ENSG00000139163	ETNK1	ETNK1:ENSG00000139163	protein_coding
ENSG00000139168	ENSG00000139168	ZCRB1	ZCRB1:ENSG00000139168	protein_coding
ENSG00000139173	ENSG00000139173	TMEM117	TMEM117:ENSG00000139173	protein_coding
ENSG00000139174	ENSG00000139174	PRICKLE1	PRICKLE1:ENSG00000139174	protein_coding
ENSG00000139178	ENSG00000139178	C1RL	C1RL:ENSG00000139178	protein_coding
ENSG00000139180	ENSG00000139180	NDUFA9	NDUFA9:ENSG00000139180	protein_coding
ENSG00000139182	ENSG00000139182	CLSTN3	CLSTN3:ENSG00000139182	protein_coding
ENSG00000139187	ENSG00000139187	KLRG1	KLRG1:ENSG00000139187	protein_coding
ENSG00000139190	ENSG00000139190	VAMP1	VAMP1:ENSG00000139190	protein_coding
ENSG00000139192	ENSG00000139192	TAPBPL	TAPBPL:ENSG00000139192	protein_coding
ENSG00000139193	ENSG00000139193	CD27	CD27:ENSG00000139193	protein_coding
ENSG00000139194	ENSG00000139194	RBP5	RBP5:ENSG00000139194	protein_coding
ENSG00000139197	ENSG00000139197	PEX5	PEX5:ENSG00000139197	protein_coding
ENSG00000139200	ENSG00000139200	PIANP	PIANP:ENSG00000139200	protein_coding
ENSG00000139209	ENSG00000139209	SLC38A4	SLC38A4:ENSG00000139209	protein_coding
ENSG00000139211	ENSG00000139211	AMIGO2	AMIGO2:ENSG00000139211	protein_coding
ENSG00000139218	ENSG00000139218	SCAF11	SCAF11:ENSG00000139218	protein_coding
ENSG00000139219	ENSG00000139219	COL2A1	COL2A1:ENSG00000139219	protein_coding
ENSG00000139220	ENSG00000139220	PPFIA2	PPFIA2:ENSG00000139220	protein_coding
ENSG00000139223	ENSG00000139223	ANP32D	ANP32D:ENSG00000139223	protein_coding
ENSG00000139233	ENSG00000139233	LLPH	LLPH:ENSG00000139233	protein_coding
ENSG00000139263	ENSG00000139263	LRIG3	LRIG3:ENSG00000139263	protein_coding
ENSG00000139266	ENSG00000139266	MARCH9	MARCH9:ENSG00000139266	protein_coding
ENSG00000139269	ENSG00000139269	INHBE	INHBE:ENSG00000139269	protein_coding
ENSG00000139278	ENSG00000139278	GLIPR1	GLIPR1:ENSG00000139278	protein_coding
ENSG00000139287	ENSG00000139287	TPH2	TPH2:ENSG00000139287	protein_coding
ENSG00000139289	ENSG00000139289	PHLDA1	PHLDA1:ENSG00000139289	protein_coding
ENSG00000139291	ENSG00000139291	TMEM19	TMEM19:ENSG00000139291	protein_coding
ENSG00000139292	ENSG00000139292	LGR5	LGR5:ENSG00000139292	protein_coding
ENSG00000139304	ENSG00000139304	PTPRQ	PTPRQ:ENSG00000139304	protein_coding
ENSG00000139318	ENSG00000139318	DUSP6	DUSP6:ENSG00000139318	protein_coding
ENSG00000139323	ENSG00000139323	POC1B	POC1B:ENSG00000139323	protein_coding
ENSG00000139324	ENSG00000139324	TMTC3	TMTC3:ENSG00000139324	protein_coding
ENSG00000139329	ENSG00000139329	LUM	LUM:ENSG00000139329	protein_coding
ENSG00000139330	ENSG00000139330	KERA	KERA:ENSG00000139330	protein_coding
ENSG00000139343	ENSG00000139343	SNRPF	SNRPF:ENSG00000139343	protein_coding
ENSG00000139344	ENSG00000139344	AMDHD1	AMDHD1:ENSG00000139344	protein_coding
ENSG00000139350	ENSG00000139350	NEDD1	NEDD1:ENSG00000139350	protein_coding
ENSG00000139351	ENSG00000139351	SYCP3	SYCP3:ENSG00000139351	protein_coding
ENSG00000139352	ENSG00000139352	ASCL1	ASCL1:ENSG00000139352	protein_coding
ENSG00000139354	ENSG00000139354	GAS2L3	GAS2L3:ENSG00000139354	protein_coding
ENSG00000139364	ENSG00000139364	TMEM132B	TMEM132B:ENSG00000139364	protein_coding
